Brand,State/Province,Country,Postcode
Starbucks,9,AT,A-1300
Starbucks,9,AT,1070
Starbucks,9,AT,1200
Starbucks,9,AT,1010
Starbucks,9,AT,1010
Starbucks,9,AT,1010
Starbucks,9,AT,1090
Starbucks,9,AT,1060
Starbucks,9,AT,1010
Starbucks,9,AT,1030
Starbucks,9,AT,1220
Starbucks,9,AT,1150
Starbucks,9,AT,1010
Starbucks,9,AT,1010
Starbucks,NSW,AU,2095
Starbucks,NSW,AU,2770
Starbucks,NSW,AU,2150
Starbucks,NSW,AU,2000
Starbucks,NSW,AU,2000
Starbucks,NSW,AU,2000
Starbucks,NSW,AU,2000
Starbucks,NSW,AU,2000
Starbucks,NSW,AU,2124
Starbucks,QLD,AU,4000
Starbucks,QLD,AU,4000
Starbucks,QLD,AU,4218
Starbucks,QLD,AU,4032
Starbucks,QLD,AU,4217
Starbucks,QLD,AU,4218
Starbucks,QLD,AU,4122
Starbucks,QLD,AU,4102
Starbucks,VIC,AU,3000
Starbucks,VIC,AU,3000
Starbucks,VIC,AU,3000
Starbucks,VIC,AU,3000
Starbucks,VIC,AU,3000
Starbucks,AW,AW,
Starbucks,AW,AW,
Starbucks,AW,AW,
Starbucks,BA,AZ,
Starbucks,BA,AZ,0
Starbucks,BA,AZ,0
Starbucks,SAB,AZ,0
Starbucks,BE,BE,1000
Starbucks,BE,BE,1000
Starbucks,BE,BE,1060
Starbucks,BE,BE,1150
Starbucks,VAN,BE,2000
Starbucks,VBR,BE,1000
Starbucks,VBR,BE,1000
Starbucks,VLG,BE,2018
Starbucks,VLG,BE,8000
Starbucks,VLG,BE,1000
Starbucks,VLG,BE,9000
Starbucks,VLG,BE,9000
Starbucks,VLG,BE,3000
Starbucks,VLG,BE,1030
Starbucks,VLG,BE,B-1930
Starbucks,VLG,BE,B-1930
Starbucks,VLG,BE,B-1930
Starbucks,WAL,BE,4000
Starbucks,WAL,BE,5000
Starbucks,2,BG,
Starbucks,23,BG,
Starbucks,23,BG,BG 1407
Starbucks,23,BG,
Starbucks,23,BG,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,199
Starbucks,13,BH,
Starbucks,13,BH,
Starbucks,13,BH,199
Starbucks,14,BH,
Starbucks,14,BH,
Starbucks,15,BH,
Starbucks,15,BH,
Starbucks,15,BH,
Starbucks,BE,BN,
Starbucks,BM,BN,BA1111
Starbucks,BM,BN,BA1111
Starbucks,BM,BN,BE 1118
Starbucks,TU,BN,58662
Starbucks,S,BO,
Starbucks,S,BO,
Starbucks,S,BO,1
Starbucks,S,BO,
Starbucks,RJ,BR,24230-050
Starbucks,RJ,BR,06454-000
Starbucks,RJ,BR,
Starbucks,RJ,BR,22451-060
Starbucks,RJ,BR,21941-570
Starbucks,RJ,BR,
Starbucks,RJ,BR,22410-000
Starbucks,RJ,BR,
Starbucks,RJ,BR,22290
Starbucks,RJ,BR,22250-040
Starbucks,RJ,BR,20511-000
Starbucks,RJ,BR,22640-102
Starbucks,RJ,BR,20771-004
Starbucks,RJ,BR,
Starbucks,RJ,BR,20050-030
Starbucks,RJ,BR,20031-050
Starbucks,RJ,BR,
Starbucks,RJ,BR,22250-040
Starbucks,RJ,BR,22775-003
Starbucks,RJ,BR,22640-100
Starbucks,RJ,BR,22060-002
Starbucks,RJ,BR,22430-060
Starbucks,RJ,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,06460-030
Starbucks,SP,BR,17011-900
Starbucks,SP,BR,13087-901
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,13025-002
Starbucks,SP,BR,13092-902
Starbucks,SP,BR,13091-901
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,14026-900
Starbucks,SP,BR,14026-090
Starbucks,SP,BR,09190-900
Starbucks,SP,BR,11025-200
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,09581-680
Starbucks,SP,BR,12242-000
Starbucks,SP,BR,12215-900
Starbucks,SP,BR,15090-000
Starbucks,SP,BR,15093-340
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,01448-900
Starbucks,SP,BR,
Starbucks,SP,BR,01413-000
Starbucks,SP,BR,04036-100
Starbucks,SP,BR,01414-000
Starbucks,SP,BR,03066-030
Starbucks,SP,BR,02240-000
Starbucks,SP,BR,
Starbucks,SP,BR,04571-010
Starbucks,SP,BR,02089-900
Starbucks,SP,BR,01311-000
Starbucks,SP,BR,05005-000
Starbucks,SP,BR,05477-000
Starbucks,SP,BR,05069-010
Starbucks,SP,BR,03306-010
Starbucks,SP,BR,01327-001
Starbucks,SP,BR,01307-001
Starbucks,SP,BR,04151-100
Starbucks,SP,BR,04004-030
Starbucks,SP,BR,08220-900
Starbucks,SP,BR,03164-000
Starbucks,SP,BR,01413-000
Starbucks,SP,BR,01238-000
Starbucks,SP,BR,04534-002
Starbucks,SP,BR,
Starbucks,SP,BR,
Starbucks,SP,BR,03342-000
Starbucks,SP,BR,04523-012
Starbucks,SP,BR,04001-080
Starbucks,SP,BR,01418-100
Starbucks,SP,BR,04583-903
Starbucks,SP,BR,01310-100
Starbucks,SP,BR,
Starbucks,SP,BR,04029-902
Starbucks,SP,BR,04795-000
Starbucks,SP,BR,04707-970
Starbucks,SP,BR,
Starbucks,SP,BR,04795-100
Starbucks,SP,BR,04543-011
Starbucks,SP,BR,05620-070
Starbucks,SP,BR,01311-200
Starbucks,SP,BR,04547-002
Starbucks,SP,BR,03126-000
Starbucks,SP,BR,04546-001
Starbucks,SP,BR,04707-970
Starbucks,SP,BR,04532-081
Starbucks,SP,BR,18048-110
Starbucks,BI,BS,
Starbucks,NS,BS,N3737
Starbucks,NS,BS,
Starbucks,NS,BS,
Starbucks,NS,BS,
Starbucks,NS,BS,
Starbucks,NS,BS,
Starbucks,NS,BS,N3737
Starbucks,NS,BS,
Starbucks,NS,BS,
Starbucks,AB,CA,T4A 0R8
Starbucks,AB,CA,T4B 3G6
Starbucks,AB,CA,T4B 3K3
Starbucks,AB,CA,T4B 2B8
Starbucks,AB,CA,T4B 0N2
Starbucks,AB,CA,T4A0K9
Starbucks,AB,CA,T1L 1B4
Starbucks,AB,CA,T0L 0C0
Starbucks,AB,CA,T1L 1B2
Starbucks,AB,CA,T4X 0B6
Starbucks,AB,CA,T1R 0V4
Starbucks,AB,CA,T2G 0E3
Starbucks,AB,CA,T2R 0C5
Teavana,AB,CA,T2P 2Z2
Starbucks,AB,CA,T2P 5H1
Starbucks,AB,CA,T2P 3V8
Starbucks,AB,CA,T2G 0S8
Starbucks,AB,CA,T2L 1K8
Starbucks,AB,CA,T2E6W5
Starbucks,AB,CA,T2J 0P6
Starbucks,AB,CA,T2K 1C4
Starbucks,AB,CA,T2K 1B3
Starbucks,AB,CA,T2Z 3J3
Starbucks,AB,CA,T2L 1K8
Teavana,AB,CA,T2H 0L1
Starbucks,AB,CA,T3L 2V7
Starbucks,AB,CA,T2Y 2Z3
Starbucks,AB,CA,T2P 0H7
Starbucks,AB,CA,T3R 0A1
Teavana,AB,CA,T1Y 5T4
Starbucks,AB,CA,T2J 6G2
Starbucks,AB,CA,T2E 6W5
Starbucks,AB,CA,T2Z 0G4
Starbucks,AB,CA,T2R 0E6
Starbucks,AB,CA,T2G 0C6
Starbucks,AB,CA,T2P 3P7
Starbucks,AB,CA,T2P 3Y6
Starbucks,AB,CA,T2X 0T9
Starbucks,AB,CA,T3H 0J5
Starbucks,AB,CA,T2P 2Y9
Starbucks,AB,CA,T3J 5M1
Starbucks,AB,CA,T2X 0R2
Starbucks,AB,CA,T3H2Y3
Starbucks,AB,CA,T2E 3J1
Starbucks,AB,CA,T3G 4J8
Starbucks,AB,CA,T2A 7R4
Starbucks,AB,CA,T2J 5N8
Starbucks,AB,CA,T2P 4J8
Starbucks,AB,CA,T3H 3C8
Starbucks,AB,CA,T2E 2P6
Starbucks,AB,CA,T3K 6B8
Starbucks,AB,CA,T2S 1G9
Starbucks,AB,CA,T2V 5A8
Starbucks,AB,CA,T2E 2S6
Starbucks,AB,CA,T2E 9E1
Starbucks,AB,CA,T2N 1M7
Starbucks,AB,CA,T2E 6W5
Starbucks,AB,CA,T2L 2L3
Starbucks,AB,CA,T2N 3P3
Starbucks,AB,CA,T2Z 3V8
Starbucks,AB,CA,T2J 6S1
Starbucks,AB,CA,T2P 0S2
Starbucks,AB,CA,T2C 2N5
Starbucks,AB,CA,T2T 3T8
Starbucks,AB,CA,T2A 4X7
Starbucks,AB,CA,T2Y 3S5
Starbucks,AB,CA,T2S 1X1
Starbucks,AB,CA,T2E 6Z8
Starbucks,AB,CA,T2E6W5
Starbucks,AB,CA,T2X 0N5
Starbucks,AB,CA,T2J 0P5
Starbucks,AB,CA,T3E 3C9
Starbucks,AB,CA,T2V 1K2
Starbucks,AB,CA,T1Y 6M6
Starbucks,AB,CA,T2H 0K8
Starbucks,AB,CA,T2J 3V1
Starbucks,AB,CA,T2H 3B8
Starbucks,AB,CA,T2T 6E4
Starbucks,AB,CA,T2P 2W3
Starbucks,AB,CA,T2E 6W5
Starbucks,AB,CA,T2Z 4Y2
Starbucks,AB,CA,T2J 6S1
Starbucks,AB,CA,T3A 5R8
Starbucks,AB,CA,T3H 0N6
Starbucks,AB,CA,T2Y 5G7
Starbucks,AB,CA,T2M 0K8
Starbucks,AB,CA,T2V 5A8
Starbucks,AB,CA,T2Z 0C2
Starbucks,AB,CA,T3H 3P8
Starbucks,AB,CA,T2W 0K3
Starbucks,AB,CA,T3A 0E2
Starbucks,AB,CA,T3H 3C8
Starbucks,AB,CA,T2G 2H5
Starbucks,AB,CA,T2E 6W5
Starbucks,AB,CA,T3C 1S2
Starbucks,AB,CA,T3A 0E2
Starbucks,AB,CA,T3P 0A3
Starbucks,AB,CA,T2P 2S6
Starbucks,AB,CA,T2P 4H2
Starbucks,AB,CA,T2P 1G1
Starbucks,AB,CA,T3K 5M6
Starbucks,AB,CA,T3K 2A8
Starbucks,AB,CA,T2R 0G8
Starbucks,AB,CA,T2E 7H8
Starbucks,AB,CA,T3G 0E2
Starbucks,AB,CA,T2W 4N4
Starbucks,AB,CA,T3A 5K8
Starbucks,AB,CA,T3A 0E2
Teavana,AB,CA,T3A 0E2
Starbucks,AB,CA,T3G 2L5
Starbucks,AB,CA,T2C 5E1
Starbucks,AB,CA,T3H 4A3
Starbucks,AB,CA,T2S 0B6
Starbucks,AB,CA,T2N 1N4
Starbucks,AB,CA,T2E6W5
Starbucks,AB,CA,T2N 1N4
Teavana,AB,CA,T2A 3C1
Starbucks,AB,CA,T2P 3H3
Starbucks,AB,CA,T2P 4J8
Starbucks,AB,CA,T2M 0L4
Starbucks,AB,CA,T2Y 4S6
Starbucks,AB,CA,T3M124
Starbucks,AB,CA,T2P 3G8
Starbucks,AB,CA,T2T 6E3
Starbucks,AB,CA,T2P 0B4
Starbucks,AB,CA,T2P 3C8
Starbucks,AB,CA,T3B 0N3
Starbucks,AB,CA,T2G 5A6
Starbucks,AB,CA,T2E 8R4
Starbucks,AB,CA,T1Y 5T4
Starbucks,AB,CA,T2N1N4
Starbucks,AB,CA,T3A 5R8
Starbucks,AB,CA,T3B 3R6
Starbucks,AB,CA,T3C 0X7
Starbucks,AB,CA,T1Y 7J6
Starbucks,AB,CA,T2P 3Y6
Starbucks,AB,CA,T2H 0K8
Starbucks,AB,CA,T3K 0Z7
Starbucks,AB,CA,T2R 1L3
Starbucks,AB,CA,T2P 2M2
Starbucks,AB,CA,T3G 2P6
Starbucks,AB,CA,T4V 4T1
Starbucks,AB,CA,T4V 4T1
Starbucks,AB,CA,T1W 1P4
Starbucks,AB,CA,T1W 1P4
Starbucks,AB,CA,T1X 0A9
Starbucks,AB,CA,T1X 1C1
Starbucks,AB,CA,T4C 0A4
Starbucks,AB,CA,T4C 2A5
Starbucks,AB,CA,T6W 1S4
Starbucks,AB,CA,T8A 3H9
Starbucks,AB,CA,T6C 0Y6
Starbucks,AB,CA,T6H 4K1
Starbucks,AB,CA,T5B 0S1
Starbucks,AB,CA,T5J 4Y8
Starbucks,AB,CA,T5J 3P4
Starbucks,AB,CA,T5J 2Z2
Starbucks,AB,CA,T5J 1J1
Starbucks,AB,CA,T6E 2A4
Starbucks,AB,CA,T6G 2M7
Starbucks,AB,CA,T5E 6C2
Starbucks,AB,CA,T5J 1M7
Starbucks,AB,CA,T5S 2E7
Starbucks,AB,CA,T5T4K5
Starbucks,AB,CA,T5E 5R8
Starbucks,AB,CA,T5N 0M4
Starbucks,AB,CA,T5K 1M9
Starbucks,AB,CA,T6V 0C5
Starbucks,AB,CA,T5T 4W5
Starbucks,AB,CA,T5G2R1
Starbucks,AB,CA,T5G 3E8
Starbucks,AB,CA,T5K 2S5
Starbucks,AB,CA,T6A 0A1
Starbucks,AB,CA,T6T 0N3
Starbucks,AB,CA,T6W 1A1
Starbucks,AB,CA,T5J 4G8
Starbucks,AB,CA,T6G 2C8
Teavana,AB,CA,T5T 3J7
Starbucks,AB,CA,T5K 1B2
Starbucks,AB,CA,T5Y 0S4
Starbucks,AB,CA,T5E 6C2
Starbucks,AB,CA,T6N 1K8
Starbucks,AB,CA,T5A 5A1
Starbucks,AB,CA,T6R 3E7
Starbucks,AB,CA,T5G 2R1
Starbucks,AB,CA,T6E 2A4
Starbucks,AB,CA,T6W 0L9
Starbucks,AB,CA,T5G 3A6
Starbucks,AB,CA,T5T 4M2
Starbucks,AB,CA,
Starbucks,AB,CA,T6G 2H6
Starbucks,AB,CA,T6W 2P3
Starbucks,AB,CA,T6J 5E5
Starbucks,AB,CA,T5P 4W1
Starbucks,AB,CA,T5T 2K4
Starbucks,AB,CA,T5T 1K8
Starbucks,AB,CA,T6H 4M8
Starbucks,AB,CA,T5J 1V9
Starbucks,AB,CA,T6G 2R3
Starbucks,AB,CA,T6A 0G9
Starbucks,AB,CA,T6K 4B5
Starbucks,AB,CA,T5P 4W1
Starbucks,AB,CA,T6V 1B1
Starbucks,AB,CA,T5K 0G6
Starbucks,AB,CA,T6J 5E5
Starbucks,AB,CA,T6E 6T2
Starbucks,AB,CA,T5L 2B3
Starbucks,AB,CA,T5K 0N8
Starbucks,AB,CA,T5J 2T2
Starbucks,AB,CA,T5J 2T2
Starbucks,AB,CA,T5J 4S2
Starbucks,AB,CA,T5J 2T2
Starbucks,AB,CA,T5R 5W9
Starbucks,AB,CA,T5Y 0L4
Starbucks,AB,CA,T5T 6G7
Starbucks,AB,CA,T6G2E9
Starbucks,AB,CA,T6R 2E3
Starbucks,AB,CA,T5M 3L7
Starbucks,AB,CA,T6X1X2
Starbucks,AB,CA,T5T 5L5
Starbucks,AB,CA,T6N 0B1
Starbucks,AB,CA,T5T 4J2
Starbucks,AB,CA,T6J 5M8
Starbucks,AB,CA,T5Y 2W1
Starbucks,AB,CA,T5T 1L6
Starbucks,AB,CA,T6W 0H7
Starbucks,AB,CA,T6H 4M6
Starbucks,AB,CA,T6X 1A7
Starbucks,AB,CA,T5J 2T2
Starbucks,AB,CA,T9H 4N6
Starbucks,AB,CA,T9K 1S6
Starbucks,AB,CA,T9H 5B4
Starbucks,AB,CA,T9H 2J3
Starbucks,AB,CA,T9H 2J8
Starbucks,AB,CA,T8L 4P4
Starbucks,AB,CA,T8L 0C5
Starbucks,AB,CA,T8V 4A9
Starbucks,AB,CA,T8V 1L4
Starbucks,AB,CA,T8W 0H1
Starbucks,AB,CA,T8X 0E7
Starbucks,AB,CA,T8V 7G5
Starbucks,AB,CA,T7V 1Y6
Starbucks,AB,CA,T9E 6N7
Starbucks,AB,CA,T9E 8L4
Starbucks,AB,CA,T1J 4T3
Starbucks,AB,CA,T1K 2R1
Starbucks,AB,CA,T1K 6Z3
Starbucks,AB,CA,T1J 4T3
Starbucks,AB,CA,T1J 4L9
Starbucks,AB,CA,T1K 3M4
Starbucks,AB,CA,T9V 0X9
Starbucks,AB,CA,T9V 0A7
Starbucks,AB,CA,T1B 0G4
Starbucks,AB,CA,T1A 2J9
Starbucks,AB,CA,T1B 1J5
Starbucks,AB,CA,T1H0E4
Starbucks,AB,CA,T1S 2E1
Starbucks,AB,CA,T0L 1T5
Starbucks,AB,CA,T4R 1N9
Starbucks,AB,CA,T4N 3Z6
Teavana,AB,CA,T4R 1N9
Starbucks,AB,CA,T4R 2T4
Starbucks,AB,CA,T4N 1R0
Starbucks,AB,CA,T4N 4C6
Starbucks,AB,CA,T4P 0N1
Starbucks,AB,CA,T4P 1K4
Starbucks,AB,CA,T4R 1B9
Teavana,AB,CA,T4A 0G3
Starbucks,AB,CA,T4A 0G3
Starbucks,AB,CA,T8A 4N5
Starbucks,AB,CA,T8A 3H9
Starbucks,AB,CA,T8H 0P1
Starbucks,AB,CA,T8H 0N6
Starbucks,AB,CA,T8H 1R4
Starbucks,AB,CA,T8A 2G2
Starbucks,AB,CA,T7X 1R2
Starbucks,AB,CA,T7X 0C8
Starbucks,AB,CA,T7X 3Y1
Starbucks,AB,CA,T8N 0R8
Starbucks,AB,CA,T8N 5Z9
Starbucks,AB,CA,T8N 4K6
Starbucks,AB,CA,T8N 7C8
Starbucks,AB,CA,T8N 6T9
Starbucks,AB,CA,T8N 5C9
Starbucks,AB,CA,T8N 1B3
Starbucks,AB,CA,T7Z 1L1
Starbucks,AB,CA,T1P 0A8
Starbucks,AB,CA,T9A 2B1
Starbucks,BC,CA,V3G 1E1
Starbucks,BC,CA,V2S 4L5
Starbucks,BC,CA,V2S 5A1
Starbucks,BC,CA,
Starbucks,BC,CA,V2S 8M9
Starbucks,BC,CA,V2S 1K2
Starbucks,BC,CA,V2T 0C5
Starbucks,BC,CA,V4X 1M3
Starbucks,BC,CA,V2T 4W2
Starbucks,BC,CA,V2S 2C7
Starbucks,BC,CA,V2T 4W1
Starbucks,BC,CA,V4X 2M9
Starbucks,BC,CA,V4W 3N5
Starbucks,BC,CA,V5A1S6
Starbucks,BC,CA,V5C 0A4
Starbucks,BC,CA,V5B 1S2
Starbucks,BC,CA,V5C 3Z6
Starbucks,BC,CA,V5H 4L9
Starbucks,BC,CA,V5C 2K1
Starbucks,BC,CA,V5H 4J2
Starbucks,BC,CA,V5H 4T6
Starbucks,BC,CA,V5H 4M1
Starbucks,BC,CA,V5J 0A3
Starbucks,BC,CA,V5B 0A2
Starbucks,BC,CA,V5C 3Z2
Starbucks,BC,CA,V5M 4A4
Starbucks,BC,CA,V5C 0H6
Starbucks,BC,CA,V5B 1S2
Starbucks,BC,CA,V3J 1N4
Starbucks,BC,CA,V5H 4M1
Starbucks,BC,CA,V5A1S6
Starbucks,BC,CA,V5H 4L7
Starbucks,BC,CA,V5J 0A6
Teavana,BC,CA,V5H 4N2
Starbucks,BC,CA,V5E 2V1
Starbucks,BC,CA,V3J 1N4
Starbucks,BC,CA,V5B 0A7
Starbucks,BC,CA,V5C 2J3
Starbucks,BC,CA,V9W 2E3
Starbucks,BC,CA,V9W 3A6
Starbucks,BC,CA,V1N 2W6
Starbucks,BC,CA,V2R 5Z5
Starbucks,BC,CA,
Starbucks,BC,CA,V2P 7V2
Starbucks,BC,CA,V2R 1A1
Starbucks,BC,CA,V2R 1A2
Starbucks,BC,CA,V2R 0P9
Starbucks,BC,CA,V2P 2N9
Starbucks,BC,CA,V2R 5P4
Starbucks,BC,CA,V2T 4W1
Starbucks,BC,CA,V3S 4G3
Starbucks,BC,CA,V3K 6C4
Starbucks,BC,CA,V3B 5R5
Starbucks,BC,CA,V3E 3J7
Starbucks,BC,CA,V3B 6J6
Starbucks,BC,CA,V3J 3R3
Starbucks,BC,CA,V3E 1J7
Starbucks,BC,CA,V3B 5M8
Starbucks,BC,CA,V3K 6Z1
